발생날짜,조사해역,원인생물,생물밀도(max),생물밀도(min),수온(max),수온(min),속보코드
20180711,돌산 두문포,Leptocylindrus danicus,1200,640,24.8,24.8,20180711-001
20180711,돌산 두문포,Chaetoceros curvisetus,1250,520,24.8,24.8,20180711-001
20180711,돌산 두문포,Leptocylindrus danicus,1650,840,24.8,24.8,20180711-001
20180711,돌산 두문포,Chaetoceros curvisetus,650,240,24.8,24.8,20180711-001
20180711,돌산 두문포,Leptocylindrus danicus,1500,750,24.8,24.8,20180711-001
20180711,돌산 두문포,Chaetoceros curvisetus,480,320,24.8,24.8,20180711-001
20180711,남면 여천,없음,,,22.4,22.4,20180711-001
20180711,남면 여천,없음,,,22.4,22.4,20180711-001
20180711,남면 여천,없음,,,22.4,22.4,20180711-001
20180711,남면 여천,없음,,,22.4,22.4,20180711-001
20180711,남면 여천,없음,,,22.4,22.4,20180711-001
20180711,남면 여천,Leptocylindrus danicus,1200,640,22.4,22.4,20180711-001
20180711,남면 여천,Chaetoceros curvisetus,1250,520,22.4,22.4,20180711-001
20180711,남면 여천,Leptocylindrus danicus,1650,840,22.4,22.4,20180711-001
20180711,남면 여천,Chaetoceros curvisetus,650,240,22.4,22.4,20180711-001
20180711,남면 여천,Leptocylindrus danicus,1500,750,22.4,22.4,20180711-001
20180711,남면 여천,Chaetoceros curvisetus,480,320,22.4,22.4,20180711-001
20180711,남면 용두,없음,,,22.9,22.9,20180711-001
20180711,남면 용두,없음,,,22.9,22.9,20180711-001
20180711,남면 용두,없음,,,22.9,22.9,20180711-001
20180711,남면 용두,없음,,,22.9,22.9,20180711-001
20180711,남면 용두,없음,,,22.9,22.9,20180711-001
20180711,남면 용두,Leptocylindrus danicus,1200,640,22.9,22.9,20180711-001
20180711,남면 용두,Chaetoceros curvisetus,1250,520,22.9,22.9,20180711-001
20180711,남면 용두,Leptocylindrus danicus,1650,840,22.9,22.9,20180711-001
20180711,남면 용두,Chaetoceros curvisetus,650,240,22.9,22.9,20180711-001
20180711,남면 용두,Leptocylindrus danicus,1500,750,22.9,22.9,20180711-001
20180711,남면 용두,Chaetoceros curvisetus,480,320,22.9,22.9,20180711-001
20180711,월호수도,없음,,,23.6,23.6,20180711-001
20180711,월호수도,없음,,,23.6,23.6,20180711-001
20180711,월호수도,없음,,,23.6,23.6,20180711-001
20180711,월호수도,없음,,,23.6,23.6,20180711-001
20180711,월호수도,없음,,,23.6,23.6,20180711-001
20180711,월호수도,Leptocylindrus danicus,1200,640,23.6,23.6,20180711-001
20180711,월호수도,Chaetoceros curvisetus,1250,520,23.6,23.6,20180711-001
20180711,월호수도,Leptocylindrus danicus,1650,840,23.6,23.6,20180711-001
20180711,월호수도,Chaetoceros curvisetus,650,240,23.6,23.6,20180711-001
20180711,월호수도,Leptocylindrus danicus,1500,750,23.6,23.6,20180711-001
20180711,월호수도,Chaetoceros curvisetus,480,320,23.6,23.6,20180711-001
20180711,화정 자봉,없음,,,24.1,24.1,20180711-001
20180711,화정 자봉,없음,,,24.1,24.1,20180711-001
20180711,화정 자봉,없음,,,24.1,24.1,20180711-001
20180711,화정 자봉,없음,,,24.1,24.1,20180711-001
20180711,화정 자봉,없음,,,24.1,24.1,20180711-001
20180711,화정 자봉,Leptocylindrus danicus,1200,640,24.1,24.1,20180711-001
20180711,화정 자봉,Chaetoceros curvisetus,1250,520,24.1,24.1,20180711-001
20180711,화정 자봉,Leptocylindrus danicus,1650,840,24.1,24.1,20180711-001
20180711,화정 자봉,Chaetoceros curvisetus,650,240,24.1,24.1,20180711-001
20180711,화정 자봉,Leptocylindrus danicus,1500,750,24.1,24.1,20180711-001
20180711,화정 자봉,Chaetoceros curvisetus,480,320,24.1,24.1,20180711-001
20180703,"전남 완도군 금일~동고, 신지",Alexandrium catenella,460,460,21.2,20.2,20180703-001
20180703,"전남 완도군 금일~동고, 신지",Akashiwo sanguinea,320,320,21.2,20.2,20180703-001
20180703,"전남 완도군 금일~동고, 신지",Akashiwo sanguinea,3000,2500,21.2,20.2,20180703-001
20180703,"전남 완도군 금일~동고, 신지",Cochlodinium polykrikoides,1000,500,21.2,20.2,20180703-001
20180703,"전남 완도군 금일~동고, 신지",Alexandrium affine,150,150,21.2,20.2,20180703-001
20180703,"전남 완도군 금일~동고, 신지",Cochlodinium polykrikoides,10,10,21.2,20.2,20180703-001
20180703,"전남 완도군 금일~동고, 신지",Nitzschia pungens,40000,35000,21.2,20.2,20180703-001
20180703,"전남 완도군 금일~동고, 신지",Cochlodinium sp.,100,100,21.2,20.2,20180703-001
20180703,"전남 완도군 금일~동고, 신지",Cochlodinium polykrikoides,55,12,21.2,20.2,20180703-001
20180703,전남 고흥군 도양읍. 화도 연안,Alexandrium catenella,460,460,24,22.8,20180703-001
20180703,전남 고흥군 도양읍. 화도 연안,Akashiwo sanguinea,320,320,24,22.8,20180703-001
20180703,전남 고흥군 도양읍. 화도 연안,Akashiwo sanguinea,3000,2500,24,22.8,20180703-001
20180703,전남 고흥군 도양읍. 화도 연안,Cochlodinium polykrikoides,1000,500,24,22.8,20180703-001
20180703,전남 고흥군 도양읍. 화도 연안,Alexandrium affine,150,150,24,22.8,20180703-001
20180703,전남 고흥군 도양읍. 화도 연안,Cochlodinium polykrikoides,10,10,24,22.8,20180703-001
20180703,전남 고흥군 도양읍. 화도 연안,Nitzschia pungens,40000,35000,24,22.8,20180703-001
20180703,전남 고흥군 도양읍. 화도 연안,Cochlodinium sp.,100,100,24,22.8,20180703-001
20180703,전남 고흥군 도양읍. 화도 연안,Cochlodinium polykrikoides,55,12,24,22.8,20180703-001
20180703,"전남 여수시 돌산 군내,화정 개도",Alexandrium catenella,460,460,24,23,20180703-001
20180703,"전남 여수시 돌산 군내,화정 개도",Akashiwo sanguinea,320,320,24,23,20180703-001
20180703,"전남 여수시 돌산 군내,화정 개도",Akashiwo sanguinea,3000,2500,24,23,20180703-001
20180703,"전남 여수시 돌산 군내,화정 개도",Cochlodinium polykrikoides,1000,500,24,23,20180703-001
20180703,"전남 여수시 돌산 군내,화정 개도",Alexandrium affine,150,150,24,23,20180703-001
20180703,"전남 여수시 돌산 군내,화정 개도",Cochlodinium polykrikoides,10,10,24,23,20180703-001
20180703,"전남 여수시 돌산 군내,화정 개도",Nitzschia pungens,40000,35000,24,23,20180703-001
20180703,"전남 여수시 돌산 군내,화정 개도",Cochlodinium sp.,100,100,24,23,20180703-001
20180703,"전남 여수시 돌산 군내,화정 개도",Cochlodinium polykrikoides,55,12,24,23,20180703-001
20180703,경남 남해군 미조도 해역,Alexandrium catenella,460,460,21,21,20180703-001
20180703,경남 남해군 미조도 해역,Akashiwo sanguinea,320,320,21,21,20180703-001
20180703,경남 남해군 미조도 해역,Akashiwo sanguinea,3000,2500,21,21,20180703-001
20180703,경남 남해군 미조도 해역,Cochlodinium polykrikoides,1000,500,21,21,20180703-001
20180703,경남 남해군 미조도 해역,Alexandrium affine,150,150,21,21,20180703-001
20180703,경남 남해군 미조도 해역,Cochlodinium polykrikoides,10,10,21,21,20180703-001
20180703,경남 남해군 미조도 해역,Nitzschia pungens,40000,35000,21,21,20180703-001
20180703,경남 남해군 미조도 해역,Cochlodinium sp.,100,100,21,21,20180703-001
20180703,경남 남해군 미조도 해역,Cochlodinium polykrikoides,55,12,21,21,20180703-001
20180703,경남 사천시 신수도,Alexandrium catenella,460,460,23.2,23.2,20180703-001
20180703,경남 사천시 신수도,Akashiwo sanguinea,320,320,23.2,23.2,20180703-001
20180703,경남 사천시 신수도,Akashiwo sanguinea,3000,2500,23.2,23.2,20180703-001
20180703,경남 사천시 신수도,Cochlodinium polykrikoides,1000,500,23.2,23.2,20180703-001
20180703,경남 사천시 신수도,Alexandrium affine,150,150,23.2,23.2,20180703-001
20180703,경남 사천시 신수도,Cochlodinium polykrikoides,10,10,23.2,23.2,20180703-001
20180703,경남 사천시 신수도,Nitzschia pungens,40000,35000,23.2,23.2,20180703-001
20180703,경남 사천시 신수도,Cochlodinium sp.,100,100,23.2,23.2,20180703-001
20180703,경남 사천시 신수도,Cochlodinium polykrikoides,55,12,23.2,23.2,20180703-001
20180703,경남 고성군 삼산면 두포리 군령포지선,Alexandrium catenella,460,460,24,23,20180703-001
20180703,경남 고성군 삼산면 두포리 군령포지선,Akashiwo sanguinea,320,320,24,23,20180703-001
20180703,경남 고성군 삼산면 두포리 군령포지선,Akashiwo sanguinea,3000,2500,24,23,20180703-001
20180703,경남 고성군 삼산면 두포리 군령포지선,Cochlodinium polykrikoides,1000,500,24,23,20180703-001
20180703,경남 고성군 삼산면 두포리 군령포지선,Alexandrium affine,150,150,24,23,20180703-001
20180703,경남 고성군 삼산면 두포리 군령포지선,Cochlodinium polykrikoides,10,10,24,23,20180703-001
20180703,경남 고성군 삼산면 두포리 군령포지선,Nitzschia pungens,40000,35000,24,23,20180703-001
20180703,경남 고성군 삼산면 두포리 군령포지선,Cochlodinium sp.,100,100,24,23,20180703-001
20180703,경남 고성군 삼산면 두포리 군령포지선,Cochlodinium polykrikoides,55,12,24,23,20180703-001
20180703,경남 통영시 산양읍 장군봉지선,Alexandrium catenella,460,460,23,22,20180703-001
20180703,경남 통영시 산양읍 장군봉지선,Akashiwo sanguinea,320,320,23,22,20180703-001
20180703,경남 통영시 산양읍 장군봉지선,Akashiwo sanguinea,3000,2500,23,22,20180703-001
20180703,경남 통영시 산양읍 장군봉지선,Cochlodinium polykrikoides,1000,500,23,22,20180703-001
20180703,경남 통영시 산양읍 장군봉지선,Alexandrium affine,150,150,23,22,20180703-001
20180703,경남 통영시 산양읍 장군봉지선,Cochlodinium polykrikoides,10,10,23,22,20180703-001
20180703,경남 통영시 산양읍 장군봉지선,Nitzschia pungens,40000,35000,23,22,20180703-001
20180703,경남 통영시 산양읍 장군봉지선,Cochlodinium sp.,100,100,23,22,20180703-001
20180703,경남 통영시 산양읍 장군봉지선,Cochlodinium polykrikoides,55,12,23,22,20180703-001
20180703,경남 거제시 저구만일원,Alexandrium catenella,460,460,19.8,19.8,20180703-001
20180703,경남 거제시 저구만일원,Akashiwo sanguinea,320,320,19.8,19.8,20180703-001
20180703,경남 거제시 저구만일원,Akashiwo sanguinea,3000,2500,19.8,19.8,20180703-001
20180703,경남 거제시 저구만일원,Cochlodinium polykrikoides,1000,500,19.8,19.8,20180703-001
20180703,경남 거제시 저구만일원,Alexandrium affine,150,150,19.8,19.8,20180703-001
20180703,경남 거제시 저구만일원,Cochlodinium polykrikoides,10,10,19.8,19.8,20180703-001
20180703,경남 거제시 저구만일원,Nitzschia pungens,40000,35000,19.8,19.8,20180703-001
20180703,경남 거제시 저구만일원,Cochlodinium sp.,100,100,19.8,19.8,20180703-001
20180703,경남 거제시 저구만일원,Cochlodinium polykrikoides,55,12,19.8,19.8,20180703-001
20180604,부산 가덕도 동측,Akashiwo sanguinea,2500,2500,21.7,21.7,20180605-001
20180604,부산 가덕도 동측,Akashiwo sanguinea,1500,1500,21.7,21.7,20180605-001
20180604,부산 가덕도 대항 동측,Akashiwo sanguinea,2500,2500,20.9,20.9,20180605-001
20180604,부산 가덕도 대항 동측,Akashiwo sanguinea,1500,1500,20.9,20.9,20180605-001
20180530,부산 가덕도 남동측,Akashiwo sanguinea,1800,1800,17.9,17.9,20180531-001
20180530,부산 가덕도 남동측,Akashiwo sanguinea,2600,2600,17.9,17.9,20180531-001
20180530,부산 가덕도 남동측,Akashiwo sanguinea,14,14,17.9,17.9,20180531-001
20180530,부산 신자도 남측,Akashiwo sanguinea,1800,1800,17.9,17.9,20180531-001
20180530,부산 신자도 남측,Akashiwo sanguinea,2600,2600,17.9,17.9,20180531-001
20180530,부산 신자도 남측,Akashiwo sanguinea,14,14,17.9,17.9,20180531-001
20180530,부산 서도 서측,Akashiwo sanguinea,1800,1800,21.4,21.4,20180531-001
20180530,부산 서도 서측,Akashiwo sanguinea,2600,2600,21.4,21.4,20180531-001
20180530,부산 서도 서측,Akashiwo sanguinea,14,14,21.4,21.4,20180531-001
20180529,부산 가덕도 눌차동 지선,Akashiwo sanguinea,8000,8000,18.8,18.8,20180529-001
20180529,부산 가덕도 눌차동 지선,Akashiwo sanguinea,9000,8000,18.8,18.8,20180529-001
20180529,부산 가덕도 눌차동 지선,Akashiwo sanguinea,7000,6000,18.8,18.8,20180529-001
20180529,부산 가덕도 눌차동 지선,Akashiwo sanguinea,3000,2000,18.8,18.8,20180529-001
20180529,부산 가덕도 동선동 지선,Akashiwo sanguinea,8000,8000,17.1,17.1,20180529-001
20180529,부산 가덕도 동선동 지선,Akashiwo sanguinea,9000,8000,17.1,17.1,20180529-001
20180529,부산 가덕도 동선동 지선,Akashiwo sanguinea,7000,6000,17.1,17.1,20180529-001
20180529,부산 가덕도 동선동 지선,Akashiwo sanguinea,3000,2000,17.1,17.1,20180529-001
20180529,부산 신자도 남측,Akashiwo sanguinea,8000,8000,17.9,17.9,20180529-001
20180529,부산 신자도 남측,Akashiwo sanguinea,9000,8000,17.9,17.9,20180529-001
20180529,부산 신자도 남측,Akashiwo sanguinea,7000,6000,17.9,17.9,20180529-001
20180529,부산 신자도 남측,Akashiwo sanguinea,3000,2000,17.9,17.9,20180529-001
20180529,부산 백합등 남서측,Akashiwo sanguinea,8000,8000,17.7,17.7,20180529-001
20180529,부산 백합등 남서측,Akashiwo sanguinea,9000,8000,17.7,17.7,20180529-001
20180529,부산 백합등 남서측,Akashiwo sanguinea,7000,6000,17.7,17.7,20180529-001
20180529,부산 백합등 남서측,Akashiwo sanguinea,3000,2000,17.7,17.7,20180529-001
20180510,경남 마산만 연안,Akashiwo sanguinea,60,45,16.9,16.9,20180514-002
20180510,경남 마산만 연안,Akashiwo sanguinea,50,50,16.9,16.9,20180514-002
20180510,부산 가덕도 서편,Akashiwo sanguinea,60,45,16.3,15.9,20180514-002
20180510,부산 가덕도 서편,Akashiwo sanguinea,50,50,16.3,15.9,20180514-002
20180403,부산 수영강 하부,미 확인,46600,36000,0,0,20180514-001
20180221,"독도해운대옆
고성 사량도, 삼천포앞, 마산 합포만, 해운대
강서 앞바다",없음,0,0,16,0,20180221-001
20180221,"독도
해운대옆
고성 사량도, 삼천포앞, 마산 합포만, 해운대
강서 앞바다",없음,0,0,16,0,20180221-001
20180221,"독도
해운대옆
고성 사량도, 삼천포앞, 마산 합포만, 해운대
강서 앞바다",없음,0,0,16,0,20180221-001
20180221,"독도해운대옆 고성 사량도, 삼천포앞, 마산 합포만, 해운대, 강서 앞바다",,10000,10000,16,0,20180221-001
20171115,"전남 완도군 약산,보성군 회천~ 안양면 수문~ 관산읍 장환,경남 고성군 고성만",Mesodinium rubrum,1800,1800,29.8,0,2017111501
20171115,"전남 완도군 약산,보성군 회천~ 안양면 수문~ 관산읍 장환,경남 고성군 고성만",미 확인,800,800,29.8,0,2017111501
20171115,"전남 완도군 약산,보성군 회천~ 안양면 수문~ 관산읍 장환,경남 고성군 고성만",Chaetoceros spp.,4000,4000,29.8,0,2017111501
20171011,전해역 미발생,없음,0,0,,,2017101102
20171011,"부산시 감천항,서구 감천항내~서구 감천항내",Prorocentrum dentatum,5000,3000,20.4,19.4,2017101101
20171011,"부산시 감천항,서구 감천항내~서구 감천항내",Noctiluca sp.,30,20,20.4,19.4,2017101101
20171011,"부산시 감천항,서구 감천항내~서구 감천항내",Alexandrium sp.,111,11,20.4,19.4,2017101101
20171011,",전남~전남 여수시",Prorocentrum dentatum,5000,3000,21,21,2017101101
20171011,",전남~전남 여수시",Noctiluca sp.,30,20,21,21,2017101101
20171011,",전남~전남 여수시",Alexandrium sp.,111,11,21,21,2017101101
20171011,"사하구 다대항, 7~8부두, 5부두(취수, 검경)",Prorocentrum dentatum,5000,3000,21.5,20.6,2017101101
20171011,"사하구 다대항, 7~8부두, 5부두(취수, 검경)",Noctiluca sp.,30,20,21.5,20.6,2017101101
20171011,"사하구 다대항, 7~8부두, 5부두(취수, 검경)",Alexandrium sp.,111,11,21.5,20.6,2017101101
20170828,전남 완도군 약산,Mesodinium rubrum,1800,1800,26.1,26.1,2017082801
20170823,보성군 회천~ 안양면 수문~ 관산읍 장환,Prorodon sp.,800,500,28.5,27.3,2017082301
20170818,경남 고성군 고성만,Chaetoceros spp.,4000,3000,29.8,28.4,2017081801
20170814,전남 돌산 동안∼경남 통영 사량∼수우도,Alexandrium sp.,35,5,27.2,26.7,2017081401
20170814,전남 돌산 동안∼경남 통영 사량∼수우도,Alexandrium sp.,400,200,27.2,26.7,2017081401
20170814,전남 돌산 동안∼경남 통영 사량∼수우도,Alexandrium sp.,0,0,27.2,26.7,2017081401
20170814,전남 여수해역(육상예찰),Alexandrium sp.,35,5,26.8,26.1,2017081401
20170814,전남 여수해역(육상예찰),Alexandrium sp.,400,200,26.8,26.1,2017081401
20170814,전남 여수해역(육상예찰),Alexandrium sp.,0,0,26.8,26.1,2017081401
20170814,"경남 통영 산양 오비, 학림",Alexandrium sp.,35,5,26.9,26.1,2017081401
20170814,"경남 통영 산양 오비, 학림",Alexandrium sp.,400,200,26.9,26.1,2017081401
20170814,"경남 통영 산양 오비, 학림",Alexandrium sp.,0,0,26.9,26.1,2017081401
20170812,전남 여수 백야도 ∼개도,Alexandrium sp.,,5000,,,2017081201
20170812,전남 여수 백야도 ∼개도,Alexandrium sp.,3000,2000,,,2017081201
20170812,전남 여수 백야도 ∼개도,Alexandrium sp.,,0,,,2017081201
20170812,전남 여수 백야도 ∼개도,Alexandrium sp.,,350,,,2017081201
20170812,경남 남해 미조,Alexandrium sp.,,5000,,28.5,2017081201
20170812,경남 남해 미조,Alexandrium sp.,3000,2000,,28.5,2017081201
20170812,경남 남해 미조,Alexandrium sp.,,0,,28.5,2017081201
20170812,경남 남해 미조,Alexandrium sp.,,350,,28.5,2017081201
20170812,경남 통영 오비 내측,Alexandrium sp.,,5000,,,2017081201
20170812,경남 통영 오비 내측,Alexandrium sp.,3000,2000,,,2017081201
20170812,경남 통영 오비 내측,Alexandrium sp.,,0,,,2017081201
20170812,경남 통영 오비 내측,Alexandrium sp.,,350,,,2017081201
20170812,거제 저구해역,Alexandrium sp.,,5000,,,2017081201
20170812,거제 저구해역,Alexandrium sp.,3000,2000,,,2017081201
20170812,거제 저구해역,Alexandrium sp.,,0,,,2017081201
20170812,거제 저구해역,Alexandrium sp.,,350,,,2017081201
