발생날짜,조사해역,원인생물,생물밀도(max),생물밀도(min),수온(max),수온(min),속보코드
20150815,"여수시 송고~함구미~월호~화태, 안도~우학, 돌산동안",Cochlodinium polykrikoides,4200,150,24.9,22,2015081501
20150815,"여수시 송고~함구미~월호~화태, 안도~우학, 돌산동안",Cochlodinium polykrikoides,2200,400,24.9,22,2015081501
20150815,"여수시 송고~함구미~월호~화태, 안도~우학, 돌산동안",Cochlodinium polykrikoides,286,5,24.9,22,2015081501
20150815,"여수시 송고~함구미~월호~화태, 안도~우학, 돌산동안",Cochlodinium polykrikoides,6800,640,24.9,22,2015081501
20150815,"남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(사도), 하동군 금남면",Cochlodinium polykrikoides,2400,400,26,23.7,2015081501
20150815,"남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(사도), 하동군 금남면",Cochlodinium polykrikoides,2900,400,26,23.7,2015081501
20150815,"남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(사도), 하동군 금남면",Cochlodinium polykrikoides,4200,150,26,23.7,2015081501
20150815,"남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(사도), 하동군 금남면",Cochlodinium polykrikoides,2200,400,26,23.7,2015081501
20150815,"남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(사도), 하동군 금남면",Cochlodinium polykrikoides,286,5,26,23.7,2015081501
20150815,"남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(사도), 하동군 금남면",Cochlodinium polykrikoides,6800,640,26,23.7,2015081501
20150815,"고성군(하이~도산), 통영시 두미도~추도, 산양 오비~수월~장촌, 저도~만지도, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,2400,400,25.3,21.6,2015081501
20150815,"고성군(하이~도산), 통영시 두미도~추도, 산양 오비~수월~장촌, 저도~만지도, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,2900,400,25.3,21.6,2015081501
20150815,"고성군(하이~도산), 통영시 두미도~추도, 산양 오비~수월~장촌, 저도~만지도, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,4200,150,25.3,21.6,2015081501
20150815,"고성군(하이~도산), 통영시 두미도~추도, 산양 오비~수월~장촌, 저도~만지도, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,2200,400,25.3,21.6,2015081501
20150815,"고성군(하이~도산), 통영시 두미도~추도, 산양 오비~수월~장촌, 저도~만지도, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,286,5,25.3,21.6,2015081501
20150815,"고성군(하이~도산), 통영시 두미도~추도, 산양 오비~수월~장촌, 저도~만지도, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,6800,640,25.3,21.6,2015081501
20150815,거제시 율포~저구~한산 곡룡포~장사도,Cochlodinium polykrikoides,2400,400,24.2,23.5,2015081501
20150815,거제시 율포~저구~한산 곡룡포~장사도,Cochlodinium polykrikoides,2900,400,24.2,23.5,2015081501
20150815,거제시 율포~저구~한산 곡룡포~장사도,Cochlodinium polykrikoides,4200,150,24.2,23.5,2015081501
20150815,거제시 율포~저구~한산 곡룡포~장사도,Cochlodinium polykrikoides,2200,400,24.2,23.5,2015081501
20150815,거제시 율포~저구~한산 곡룡포~장사도,Cochlodinium polykrikoides,286,5,24.2,23.5,2015081501
20150815,거제시 율포~저구~한산 곡룡포~장사도,Cochlodinium polykrikoides,6800,640,24.2,23.5,2015081501
20150815,"부산시(남구)~기장(고리), 포항시(양포~석병)",Cochlodinium polykrikoides,2400,400,26,24,2015081501
20150815,"부산시(남구)~기장(고리), 포항시(양포~석병)",Cochlodinium polykrikoides,2900,400,26,24,2015081501
20150815,"부산시(남구)~기장(고리), 포항시(양포~석병)",Cochlodinium polykrikoides,4200,150,26,24,2015081501
20150815,"부산시(남구)~기장(고리), 포항시(양포~석병)",Cochlodinium polykrikoides,2200,400,26,24,2015081501
20150815,"부산시(남구)~기장(고리), 포항시(양포~석병)",Cochlodinium polykrikoides,286,5,26,24,2015081501
20150815,"부산시(남구)~기장(고리), 포항시(양포~석병)",Cochlodinium polykrikoides,6800,640,26,24,2015081501
20150814,남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(초전),Cochlodinium polykrikoides,130,4,26,23.5,2015081401
20150814,남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(초전),Cochlodinium polykrikoides,6120,60,26,23.5,2015081401
20150814,남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(초전),Cochlodinium polykrikoides,1800,50,26,23.5,2015081401
20150814,남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(초전),Cochlodinium polykrikoides,3000,10,26,23.5,2015081401
20150814,남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(초전),Cochlodinium polykrikoides,8400,980,26,23.5,2015081401
20150814,남해군 서면(장항)~남면(유구)~상주면(노도)~미조면(초전),Cochlodinium polykrikoides,2765,1,26,23.5,2015081401
20150814,"고성군, 통영시 욕지, 산양 수월~영운, 한산 용포~죽도~추봉",Cochlodinium polykrikoides,130,4,24.2,23.1,2015081401
20150814,"고성군, 통영시 욕지, 산양 수월~영운, 한산 용포~죽도~추봉",Cochlodinium polykrikoides,6120,60,24.2,23.1,2015081401
20150814,"고성군, 통영시 욕지, 산양 수월~영운, 한산 용포~죽도~추봉",Cochlodinium polykrikoides,1800,50,24.2,23.1,2015081401
20150814,"고성군, 통영시 욕지, 산양 수월~영운, 한산 용포~죽도~추봉",Cochlodinium polykrikoides,3000,10,24.2,23.1,2015081401
20150814,"고성군, 통영시 욕지, 산양 수월~영운, 한산 용포~죽도~추봉",Cochlodinium polykrikoides,8400,980,24.2,23.1,2015081401
20150814,"고성군, 통영시 욕지, 산양 수월~영운, 한산 용포~죽도~추봉",Cochlodinium polykrikoides,2765,1,24.2,23.1,2015081401
20150814,거제시 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,130,4,23.2,22.5,2015081401
20150814,거제시 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,6120,60,23.2,22.5,2015081401
20150814,거제시 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,1800,50,23.2,22.5,2015081401
20150814,거제시 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,3000,10,23.2,22.5,2015081401
20150814,거제시 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,8400,980,23.2,22.5,2015081401
20150814,거제시 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,2765,1,23.2,22.5,2015081401
20150814,"울산시(서생면),포항시(구룡포)",Cochlodinium polykrikoides,130,4,26,24.5,2015081401
20150814,"울산시(서생면),포항시(구룡포)",Cochlodinium polykrikoides,6120,60,26,24.5,2015081401
20150814,"울산시(서생면),포항시(구룡포)",Cochlodinium polykrikoides,1800,50,26,24.5,2015081401
20150814,"울산시(서생면),포항시(구룡포)",Cochlodinium polykrikoides,3000,10,26,24.5,2015081401
20150814,"울산시(서생면),포항시(구룡포)",Cochlodinium polykrikoides,8400,980,26,24.5,2015081401
20150814,"울산시(서생면),포항시(구룡포)",Cochlodinium polykrikoides,2765,1,26,24.5,2015081401
20150814,"완도군 신지면~약산~금일, 장흥군 득량만 하부, 고흥군 금산면~도양읍(화도)",Cochlodinium polykrikoides,130,4,26.8,23.8,2015081401
20150814,"완도군 신지면~약산~금일, 장흥군 득량만 하부, 고흥군 금산면~도양읍(화도)",Cochlodinium polykrikoides,6120,60,26.8,23.8,2015081401
20150814,"완도군 신지면~약산~금일, 장흥군 득량만 하부, 고흥군 금산면~도양읍(화도)",Cochlodinium polykrikoides,1800,50,26.8,23.8,2015081401
20150814,"완도군 신지면~약산~금일, 장흥군 득량만 하부, 고흥군 금산면~도양읍(화도)",Cochlodinium polykrikoides,3000,10,26.8,23.8,2015081401
20150814,"완도군 신지면~약산~금일, 장흥군 득량만 하부, 고흥군 금산면~도양읍(화도)",Cochlodinium polykrikoides,8400,980,26.8,23.8,2015081401
20150814,"완도군 신지면~약산~금일, 장흥군 득량만 하부, 고흥군 금산면~도양읍(화도)",Cochlodinium polykrikoides,2765,1,26.8,23.8,2015081401
20150814,"여수시 개도~금오도~월호~화태~우학리, 돌산동안",Cochlodinium polykrikoides,130,4,24.3,22.4,2015081401
20150814,"여수시 개도~금오도~월호~화태~우학리, 돌산동안",Cochlodinium polykrikoides,6120,60,24.3,22.4,2015081401
20150814,"여수시 개도~금오도~월호~화태~우학리, 돌산동안",Cochlodinium polykrikoides,1800,50,24.3,22.4,2015081401
20150814,"여수시 개도~금오도~월호~화태~우학리, 돌산동안",Cochlodinium polykrikoides,3000,10,24.3,22.4,2015081401
20150814,"여수시 개도~금오도~월호~화태~우학리, 돌산동안",Cochlodinium polykrikoides,8400,980,24.3,22.4,2015081401
20150814,"여수시 개도~금오도~월호~화태~우학리, 돌산동안",Cochlodinium polykrikoides,2765,1,24.3,22.4,2015081401
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,1600,50,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,250,5,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,110,110,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,5800,80,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,1600,50,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,3840,142,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,3840,142,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,1120,40,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,250,5,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,110,110,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,1120,40,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,5800,80,23.8,22.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,1600,50,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,250,5,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,110,110,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,5800,80,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,1600,50,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,3840,142,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,3840,142,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,1120,40,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,250,5,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,110,110,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,1120,40,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,5800,80,26.4,25.1,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,1600,50,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,250,5,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,110,110,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,5800,80,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,1600,50,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,3840,142,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,3840,142,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,1120,40,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,250,5,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,110,110,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,1120,40,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중·하부해역, 고흥 금산면~도양읍",Cochlodinium polykrikoides,5800,80,26.8,23.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,1600,50,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,250,5,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,110,110,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,5800,80,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,1600,50,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,3840,142,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,3840,142,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,1120,40,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,250,5,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,110,110,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,1120,40,24.7,22.9,2015081399
20150813,"여수시 개도~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,5800,80,24.7,22.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,1600,50,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,250,5,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,110,110,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,5800,80,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,1600,50,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,3840,142,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,3840,142,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,1120,40,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,250,5,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,110,110,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,1120,40,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,5800,80,25.7,23.9,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,1600,50,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,250,5,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,110,110,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,5800,80,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,1600,50,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,3840,142,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,3840,142,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,1120,40,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,250,5,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,110,110,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,1120,40,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,5800,80,23.1,21.8,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,1600,50,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,250,5,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,110,110,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,5800,80,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,1600,50,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,3840,142,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,3840,142,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,1120,40,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,250,5,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,110,110,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,1120,40,23.8,22.1,2015081399
20150813,거제시 동부면 율포~저구~한산 곡룡포,Cochlodinium polykrikoides,5800,80,23.8,22.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,1600,50,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,250,5,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,110,110,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,5800,80,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,1600,50,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,3840,142,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,3840,142,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,1120,40,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,250,5,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,110,110,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,1120,40,26.4,25.1,2015081399
20150813,부산(남구),Cochlodinium polykrikoides,5800,80,26.4,25.1,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,1600,50,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,250,5,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,110,110,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,5800,80,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,1600,50,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,3840,142,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,3840,142,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,1120,40,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,250,5,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,110,110,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,1120,40,26.8,23.9,2015081399
20150813,"완도 약산면~금일읍, 장흥 득량만 중.하부해역,~고흥 금산면~도양읍",Cochlodinium polykrikoides,5800,80,26.8,23.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,1600,50,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,250,5,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,110,110,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,5800,80,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,1600,50,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,3840,142,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,3840,142,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,1120,40,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,250,5,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,110,110,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,1120,40,24.7,22.9,2015081399
20150813,"여수시 개도 ~백야도, 함구미~월호~화태, 돌산동안(오동도~두문포~향일암)",Cochlodinium polykrikoides,5800,80,24.7,22.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,1600,50,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,250,5,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,110,110,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,5800,80,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,1600,50,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,3840,142,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,3840,142,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,1120,40,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,250,5,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,110,110,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,1120,40,25.7,23.9,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,5800,80,25.7,23.9,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,1600,50,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,250,5,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,110,110,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,5800,80,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,1600,50,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,3840,142,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,3840,142,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,1120,40,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,250,5,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,110,110,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,1120,40,23.1,21.8,2015081399
20150813,"통영시 산양 오비~궁항, 한산 용초~죽도~추봉",Cochlodinium polykrikoides,5800,80,23.1,21.8,2015081399
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,250,5,25.7,23.9,2015081301
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,3840,142,25.7,23.9,2015081301
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,1120,40,25.7,23.9,2015081301
20150813,남해군 서면 (장항)~상주면(노도)~남면(유구),Cochlodinium polykrikoides,110,110,25.7,23.9,2015081301
